sampleId,year,yday,exactDate,locality,lat,long,continent,country,city,type,set,nFlies
AU_NQ1-20C-025_NA_Feb_2014,2014,46,FALSE,AU_Inn,-17.48,146,Oceania,Australia,InnisfailNth,pooled,extra,72
AU_NQ1-20C-075_NA_Feb_2014,2014,46,FALSE,AU_Inn,-17.48,146,Oceania,Australia,InnisfailNth,pooled,extra,125
AU_NQ1-20C-095_NA_Feb_2014,2014,46,FALSE,AU_Inn,-17.48,146,Oceania,Australia,InnisfailNth,pooled,extra,72
AU_NQ1-20C-100_NA_Feb_2014,2014,46,FALSE,AU_Inn,-17.48,146,Oceania,Australia,InnisfailNth,pooled,extra,24
AU_NQ1-30C-005_NA_Feb_2014,2014,46,FALSE,AU_Inn,-17.48,146,Oceania,Australia,InnisfailNth,pooled,extra,24
AU_NQ1-30C-025_NA_Feb_2014,2014,46,FALSE,AU_Inn,-17.48,146,Oceania,Australia,InnisfailNth,pooled,extra,72
AU_NQ1-30C-075_NA_Feb_2014,2014,46,FALSE,AU_Inn,-17.48,146,Oceania,Australia,InnisfailNth,pooled,extra,125
AU_NQ1-30C-095_NA_Feb_2014,2014,46,FALSE,AU_Inn,-17.48,146,Oceania,Australia,InnisfailNth,pooled,extra,72
AU_NQ1-30C-100_NA_Feb_2014,2014,46,FALSE,AU_Inn,-17.48,146,Oceania,Australia,InnisfailNth,pooled,extra,24
AU_NQ2-20C-005_NA_Feb_2014,2014,46,FALSE,AU_Inn,-17.51,145.98,Oceania,Australia,InnisfailSth,pooled,extra,24
AU_NQ2-20C-025_NA_Feb_2014,2014,46,FALSE,AU_Inn,-17.51,145.98,Oceania,Australia,InnisfailSth,pooled,extra,72
AU_NQ2-20C-075_NA_Feb_2014,2014,46,FALSE,AU_Inn,-17.51,145.98,Oceania,Australia,InnisfailSth,pooled,extra,125
AU_NQ2-20C-095_NA_Feb_2014,2014,46,FALSE,AU_Inn,-17.51,145.98,Oceania,Australia,InnisfailSth,pooled,extra,72
AU_NQ2-20C-100_NA_Feb_2014,2014,46,FALSE,AU_Inn,-17.51,145.98,Oceania,Australia,InnisfailSth,pooled,extra,24
AU_NQ2-30C-005_NA_Feb_2014,2014,46,FALSE,AU_Inn,-17.51,145.98,Oceania,Australia,InnisfailSth,pooled,extra,24
AU_NQ2-30C-025_NA_Feb_2014,2014,46,FALSE,AU_Inn,-17.51,145.98,Oceania,Australia,InnisfailSth,pooled,extra,72
AU_NQ2-30C-075_NA_Feb_2014,2014,46,FALSE,AU_Inn,-17.51,145.98,Oceania,Australia,InnisfailSth,pooled,extra,125
AU_NQ2-30C-095_NA_Feb_2014,2014,46,FALSE,AU_Inn,-17.51,145.98,Oceania,Australia,InnisfailSth,pooled,extra,72
AU_NQ2-30C-100_NA_Feb_2014,2014,46,FALSE,AU_Inn,-17.51,145.98,Oceania,Australia,InnisfailSth,pooled,extra,24
CAN_NS-20C-005_NA_Oct_2013,2013,288,FALSE,CA_Gas,45.08,-64.37,North_America,Canada,Gaspereau,pooled,extra,24
CAN_NS-20C-025_NA_Oct_2013,2013,288,FALSE,CA_Gas,45.08,-64.37,North_America,Canada,Gaspereau,pooled,extra,72
CAN_NS-20C-075_NA_Oct_2013,2013,288,FALSE,CA_Gas,45.08,-64.37,North_America,Canada,Gaspereau,pooled,extra,125
CAN_NS-20C-095_NA_Oct_2013,2013,288,FALSE,CA_Gas,45.08,-64.37,North_America,Canada,Gaspereau,pooled,extra,72
CAN_NS-20C-100_NA_Oct_2013,2013,288,FALSE,CA_Gas,45.08,-64.37,North_America,Canada,Gaspereau,pooled,extra,24
CAN_NS-30C-005_NA_Oct_2013,2013,288,FALSE,CA_Gas,45.08,-64.37,North_America,Canada,Gaspereau,pooled,extra,24
CAN_NS-30C-025_NA_Oct_2013,2013,288,FALSE,CA_Gas,45.08,-64.37,North_America,Canada,Gaspereau,pooled,extra,72
CAN_NS-30C-075_NA_Oct_2013,2013,288,FALSE,CA_Gas,45.08,-64.37,North_America,Canada,Gaspereau,pooled,extra,125
CAN_NS-30C-095_NA_Oct_2013,2013,288,FALSE,CA_Gas,45.08,-64.37,North_America,Canada,Gaspereau,pooled,extra,72
CAN_NS-30C-100_NA_Oct_2013,2013,288,FALSE,CA_Gas,45.08,-64.37,North_America,Canada,Gaspereau,pooled,extra,24
AU_NTS-20C-005_NA_Apr_2014,2014,105,FALSE,AU_Luc,-41.23,146.98,Oceania,Australia,Lucaston,pooled,extra,24
AU_NTS-20C-025_NA_Apr_2014,2014,105,FALSE,AU_Luc,-41.23,146.98,Oceania,Australia,Lucaston,pooled,extra,72
AU_NTS-20C-075_NA_Apr_2014,2014,105,FALSE,AU_Luc,-41.23,146.98,Oceania,Australia,Lucaston,pooled,extra,125
AU_NTS-20C-095_NA_Apr_2014,2014,105,FALSE,AU_Luc,-41.23,146.98,Oceania,Australia,Lucaston,pooled,extra,72
AU_NTS-20C-100_NA_Apr_2014,2014,105,FALSE,AU_Luc,-41.23,146.98,Oceania,Australia,Lucaston,pooled,extra,24
AU_NTS-30C-005_NA_Apr_2014,2014,105,FALSE,AU_Luc,-41.23,146.98,Oceania,Australia,Lucaston,pooled,extra,24
AU_NTS-30C-025_NA_Apr_2014,2014,105,FALSE,AU_Luc,-41.23,146.98,Oceania,Australia,Lucaston,pooled,extra,72
AU_NTS-30C-075_NA_Apr_2014,2014,105,FALSE,AU_Luc,-41.23,146.98,Oceania,Australia,Lucaston,pooled,extra,125
AU_NTS-30C-095_NA_Apr_2014,2014,105,FALSE,AU_Luc,-41.23,146.98,Oceania,Australia,Lucaston,pooled,extra,72
AU_NTS-30C-100_NA_Apr_2014,2014,105,FALSE,AU_Luc,-41.23,146.98,Oceania,Australia,Lucaston,pooled,extra,24
TX_NTX-20C-005_NA_Sep_2013,2013,258,FALSE,US_Lub,33.57,-100.9,North_America,USA,Lubbock,pooled,extra,24
TX_NTX-20C-025_NA_Sep_2013,2013,258,FALSE,US_Lub,33.57,-100.9,North_America,USA,Lubbock,pooled,extra,72
TX_NTX-20C-075_NA_Sep_2013,2013,258,FALSE,US_Lub,33.57,-100.9,North_America,USA,Lubbock,pooled,extra,125
TX_NTX-20C-095_NA_Sep_2013,2013,258,FALSE,US_Lub,33.57,-100.9,North_America,USA,Lubbock,pooled,extra,72
TX_NTX-20C-100_NA_Sep_2013,2013,258,FALSE,US_Lub,33.57,-100.9,North_America,USA,Lubbock,pooled,extra,24
TX_NTX-30C-005_NA_Sep_2013,2013,258,FALSE,US_Lub,33.57,-100.9,North_America,USA,Lubbock,pooled,extra,24
TX_NTX-30C-025_NA_Sep_2013,2013,258,FALSE,US_Lub,33.57,-100.9,North_America,USA,Lubbock,pooled,extra,72
TX_NTX-30C-075_NA_Sep_2013,2013,258,FALSE,US_Lub,33.57,-100.9,North_America,USA,Lubbock,pooled,extra,125
TX_NTX-30C-095_NA_Sep_2013,2013,258,FALSE,US_Lub,33.57,-100.9,North_America,USA,Lubbock,pooled,extra,72
TX_NTX-30C-100_NA_Sep_2013,2013,258,FALSE,US_Lub,33.57,-100.9,North_America,USA,Lubbock,pooled,extra,24
AU_SA-20C-005_NA_Apr_2014,2014,105,FALSE,AU_MtG,-37.82,140.77,Oceania,Australia,MtGambier,pooled,extra,24
AU_SA-20C-025_NA_Apr_2014,2014,105,FALSE,AU_MtG,-37.82,140.77,Oceania,Australia,MtGambier,pooled,extra,72
AU_SA-20C-075_NA_Apr_2014,2014,105,FALSE,AU_MtG,-37.82,140.77,Oceania,Australia,MtGambier,pooled,extra,125
AU_SA-20C-095_NA_Apr_2014,2014,105,FALSE,AU_MtG,-37.82,140.77,Oceania,Australia,MtGambier,pooled,extra,72
AU_SA-20C-100_NA_Apr_2014,2014,105,FALSE,AU_MtG,-37.82,140.77,Oceania,Australia,MtGambier,pooled,extra,24
AU_SA-30C-005_NA_Apr_2014,2014,105,FALSE,AU_MtG,-37.82,140.77,Oceania,Australia,MtGambier,pooled,extra,24
AU_SA-30C-025_NA_Apr_2014,2014,105,FALSE,AU_MtG,-37.82,140.77,Oceania,Australia,MtGambier,pooled,extra,72
AU_SA-30C-075_NA_Apr_2014,2014,105,FALSE,AU_MtG,-37.82,140.77,Oceania,Australia,MtGambier,pooled,extra,125
AU_SA-30C-095_NA_Apr_2014,2014,105,FALSE,AU_MtG,-37.82,140.77,Oceania,Australia,MtGambier,pooled,extra,72
AU_SA-30C-100_NA_Apr_2014,2014,105,FALSE,AU_MtG,-37.82,140.77,Oceania,Australia,MtGambier,pooled,extra,24
CA_SCA-20C-005_NA_Oct_2013,2013,288,FALSE,US_And,39,-123.21,North_America,USA,AndersonValleySth,pooled,extra,24
CA_SCA-20C-025_NA_Oct_2013,2013,288,FALSE,US_And,39,-123.21,North_America,USA,AndersonValleySth,pooled,extra,72
CA_SCA-20C-075_NA_Oct_2013,2013,288,FALSE,US_And,39,-123.21,North_America,USA,AndersonValleySth,pooled,extra,125
CA_SCA-20C-095_NA_Oct_2013,2013,288,FALSE,US_And,39,-123.21,North_America,USA,AndersonValleySth,pooled,extra,72
CA_SCA-20C-100_NA_Oct_2013,2013,288,FALSE,US_And,39,-123.21,North_America,USA,AndersonValleySth,pooled,extra,24
CA_SCA-30C-005_NA_Oct_2013,2013,288,FALSE,US_And,39,-123.21,North_America,USA,AndersonValleySth,pooled,extra,24
CA_SCA-30C-025_NA_Oct_2013,2013,288,FALSE,US_And,39,-123.21,North_America,USA,AndersonValleySth,pooled,extra,72
CA_SCA-30C-075_NA_Oct_2013,2013,288,FALSE,US_And,39,-123.21,North_America,USA,AndersonValleySth,pooled,extra,125
CA_SCA-30C-095_NA_Oct_2013,2013,288,FALSE,US_And,39,-123.21,North_America,USA,AndersonValleySth,pooled,extra,72
CA_SCA-30C-100_NA_Oct_2013,2013,288,FALSE,US_And,39,-123.21,North_America,USA,AndersonValleySth,pooled,extra,24
LA_SLA-20C-005_NA_Sep_2013,2013,258,FALSE,US_Bat,30.43,-91.12,North_America,USA,BatonRouge,pooled,extra,24
LA_SLA-20C-025_NA_Sep_2013,2013,258,FALSE,US_Bat,30.43,-91.12,North_America,USA,BatonRouge,pooled,extra,72
LA_SLA-20C-075_NA_Sep_2013,2013,258,FALSE,US_Bat,30.43,-91.12,North_America,USA,BatonRouge,pooled,extra,125
LA_SLA-20C-095_NA_Sep_2013,2013,258,FALSE,US_Bat,30.43,-91.12,North_America,USA,BatonRouge,pooled,extra,72
LA_SLA-20C-100_NA_Sep_2013,2013,258,FALSE,US_Bat,30.43,-91.12,North_America,USA,BatonRouge,pooled,extra,24
LA_SLA-30C-005_NA_Sep_2013,2013,258,FALSE,US_Bat,30.43,-91.12,North_America,USA,BatonRouge,pooled,extra,24
LA_SLA-30C-025_NA_Sep_2013,2013,258,FALSE,US_Bat,30.43,-91.12,North_America,USA,BatonRouge,pooled,extra,72
LA_SLA-30C-075_NA_Sep_2013,2013,258,FALSE,US_Bat,30.43,-91.12,North_America,USA,BatonRouge,pooled,extra,125
LA_SLA-30C-095_NA_Sep_2013,2013,258,FALSE,US_Bat,30.43,-91.12,North_America,USA,BatonRouge,pooled,extra,72
LA_SLA-30C-100_NA_Sep_2013,2013,258,FALSE,US_Bat,30.43,-91.12,North_America,USA,BatonRouge,pooled,extra,24
AU_SQ1-20C-005_NA_Mar_2014,2014,74,FALSE,AU_Isl,-25.17,149.93,Oceania,Australia,IslaGorge,pooled,extra,24
AU_SQ1-20C-025_NA_Mar_2014,2014,74,FALSE,AU_Isl,-25.17,149.93,Oceania,Australia,IslaGorge,pooled,extra,72
AU_SQ1-20C-075_NA_Mar_2014,2014,74,FALSE,AU_Isl,-25.17,149.93,Oceania,Australia,IslaGorge,pooled,extra,125
AU_SQ1-20C-095_NA_Mar_2014,2014,74,FALSE,AU_Isl,-25.17,149.93,Oceania,Australia,IslaGorge,pooled,extra,72
AU_SQ1-20C-100_NA_Mar_2014,2014,74,FALSE,AU_Isl,-25.17,149.93,Oceania,Australia,IslaGorge,pooled,extra,24
AU_SQ1-30C-005_NA_Mar_2014,2014,74,FALSE,AU_Isl,-25.17,149.93,Oceania,Australia,IslaGorge,pooled,extra,24
AU_SQ1-30C-025_NA_Mar_2014,2014,74,FALSE,AU_Isl,-25.17,149.93,Oceania,Australia,IslaGorge,pooled,extra,72
AU_SQ1-30C-075_NA_Mar_2014,2014,74,FALSE,AU_Isl,-25.17,149.93,Oceania,Australia,IslaGorge,pooled,extra,125
AU_SQ1-30C-095_NA_Mar_2014,2014,74,FALSE,AU_Isl,-25.17,149.93,Oceania,Australia,IslaGorge,pooled,extra,72
AU_SQ1-30C-100_NA_Mar_2014,2014,74,FALSE,AU_Isl,-25.17,149.93,Oceania,Australia,IslaGorge,pooled,extra,24
AU_SQ2-20C-005_NA_May_2014,2014,135,FALSE,AU_Yep,-23.13,150.73,Oceania,Australia,Yeppoon,pooled,extra,24
AU_SQ2-20C-025_NA_May_2014,2014,135,FALSE,AU_Yep,-23.13,150.73,Oceania,Australia,Yeppoon,pooled,extra,72
AU_SQ2-20C-075_NA_May_2014,2014,135,FALSE,AU_Yep,-23.13,150.73,Oceania,Australia,Yeppoon,pooled,extra,125
AU_SQ2-20C-095_NA_May_2014,2014,135,FALSE,AU_Yep,-23.13,150.73,Oceania,Australia,Yeppoon,pooled,extra,72
AU_SQ2-20C-100_NA_May_2014,2014,135,FALSE,AU_Yep,-23.13,150.73,Oceania,Australia,Yeppoon,pooled,extra,24
AU_SQ2-30C-005_NA_May_2014,2014,135,FALSE,AU_Yep,-23.13,150.73,Oceania,Australia,Yeppoon,pooled,extra,24
AU_SQ2-30C-025_NA_May_2014,2014,135,FALSE,AU_Yep,-23.13,150.73,Oceania,Australia,Yeppoon,pooled,extra,72
AU_SQ2-30C-075_NA_May_2014,2014,135,FALSE,AU_Yep,-23.13,150.73,Oceania,Australia,Yeppoon,pooled,extra,125
AU_SQ2-30C-095_NA_May_2014,2014,135,FALSE,AU_Yep,-23.13,150.73,Oceania,Australia,Yeppoon,pooled,extra,72
AU_SQ2-30C-100_NA_May_2014,2014,135,FALSE,AU_Yep,-23.13,150.73,Oceania,Australia,Yeppoon,pooled,extra,24
AU_STS-20C-005_NA_Apr_2014,2014,105,FALSE,AU_Hil,-43,146.9,Oceania,Australia,Hillwood,pooled,extra,24
AU_STS-20C-025_NA_Apr_2014,2014,105,FALSE,AU_Hil,-43,146.9,Oceania,Australia,Hillwood,pooled,extra,72
AU_STS-20C-075_NA_Apr_2014,2014,105,FALSE,AU_Hil,-43,146.9,Oceania,Australia,Hillwood,pooled,extra,125
AU_STS-20C-095_NA_Apr_2014,2014,105,FALSE,AU_Hil,-43,146.9,Oceania,Australia,Hillwood,pooled,extra,72
AU_STS-20C-100_NA_Apr_2014,2014,105,FALSE,AU_Hil,-43,146.9,Oceania,Australia,Hillwood,pooled,extra,24
AU_STS-30C-005_NA_Apr_2014,2014,105,FALSE,AU_Hil,-43,146.9,Oceania,Australia,Hillwood,pooled,extra,24
AU_STS-30C-025_NA_Apr_2014,2014,105,FALSE,AU_Hil,-43,146.9,Oceania,Australia,Hillwood,pooled,extra,72
AU_STS-30C-075_NA_Apr_2014,2014,105,FALSE,AU_Hil,-43,146.9,Oceania,Australia,Hillwood,pooled,extra,125
AU_STS-30C-095_NA_Apr_2014,2014,105,FALSE,AU_Hil,-43,146.9,Oceania,Australia,Hillwood,pooled,extra,72
AU_STS-30C-100_NA_Apr_2014,2014,105,FALSE,AU_Hil,-43,146.9,Oceania,Australia,Hillwood,pooled,extra,24
TX_STX-20C-005_NA_Sep_2013,2013,258,FALSE,US_Sto,30.23,-99.66,North_America,USA,Stonewall,pooled,extra,24
TX_STX-20C-025_NA_Sep_2013,2013,258,FALSE,US_Sto,30.23,-99.66,North_America,USA,Stonewall,pooled,extra,72
TX_STX-20C-075_NA_Sep_2013,2013,258,FALSE,US_Sto,30.23,-99.66,North_America,USA,Stonewall,pooled,extra,125
TX_STX-20C-095_NA_Sep_2013,2013,258,FALSE,US_Sto,30.23,-99.66,North_America,USA,Stonewall,pooled,extra,72
TX_STX-20C-100_NA_Sep_2013,2013,258,FALSE,US_Sto,30.23,-99.66,North_America,USA,Stonewall,pooled,extra,24
TX_STX-30C-005_NA_Sep_2013,2013,258,FALSE,US_Sto,30.23,-99.66,North_America,USA,Stonewall,pooled,extra,24
TX_STX-30C-025_NA_Sep_2013,2013,258,FALSE,US_Sto,30.23,-99.66,North_America,USA,Stonewall,pooled,extra,72
TX_STX-30C-075_NA_Sep_2013,2013,258,FALSE,US_Sto,30.23,-99.66,North_America,USA,Stonewall,pooled,extra,125
TX_STX-30C-095_NA_Sep_2013,2013,258,FALSE,US_Sto,30.23,-99.66,North_America,USA,Stonewall,pooled,extra,72
TX_STX-30C-100_NA_Sep_2013,2013,258,FALSE,US_Sto,30.23,-99.66,North_America,USA,Stonewall,pooled,extra,24
AU_VIC-20C-005_NA_May_2014,2014,135,FALSE,AU_Ham,-37.43,142.02,Oceania,Australia,Hamilton,pooled,extra,24
AU_VIC-20C-025_NA_May_2014,2014,135,FALSE,AU_Ham,-37.43,142.02,Oceania,Australia,Hamilton,pooled,extra,72
AU_VIC-20C-075_NA_May_2014,2014,135,FALSE,AU_Ham,-37.43,142.02,Oceania,Australia,Hamilton,pooled,extra,125
AU_VIC-20C-095_NA_May_2014,2014,135,FALSE,AU_Ham,-37.43,142.02,Oceania,Australia,Hamilton,pooled,extra,72
AU_VIC-20C-100_NA_May_2014,2014,135,FALSE,AU_Ham,-37.43,142.02,Oceania,Australia,Hamilton,pooled,extra,24
AU_VIC-30C-005_NA_May_2014,2014,135,FALSE,AU_Ham,-37.43,142.02,Oceania,Australia,Hamilton,pooled,extra,24
AU_VIC-30C-025_NA_May_2014,2014,135,FALSE,AU_Ham,-37.43,142.02,Oceania,Australia,Hamilton,pooled,extra,72
AU_VIC-30C-075_NA_May_2014,2014,135,FALSE,AU_Ham,-37.43,142.02,Oceania,Australia,Hamilton,pooled,extra,125
AU_VIC-30C-095_NA_May_2014,2014,135,FALSE,AU_Ham,-37.43,142.02,Oceania,Australia,Hamilton,pooled,extra,72
AU_VIC-30C-100_NA_May_2014,2014,135,FALSE,AU_Ham,-37.43,142.02,Oceania,Australia,Hamilton,pooled,extra,24
